Cluster,Hu2,Hu3,Mean_B,Mean_G,Mean_R
0,-1.0041479142727778,-0.989582103712716,0.03896713900908178,0.7533872075998403,1.2013756713765715
1,-1.1040917043376652,-1.0816682907308965,0.8382543616797109,0.6592765195565653,0.688229113832285
2,-0.9527868985668537,-0.9367416318826922,0.3788366023979478,0.07340021143232564,1.4372917166192725
3,-0.7690055132145539,-0.7656617881995506,-0.3946638694015774,0.33005011380903193,1.5992810570066496
