Cluster,UMAP1,UMAP2,UMAP3
0,5.520830566666667,8.034442416666668,4.279700658333333
1,2.990200223076923,7.3799159076923075,2.8731341153846155
2,-0.15147182529411762,6.608951829411765,2.591416329411764
3,17.003087714285716,10.102511976190474,0.8486398495238096
